## This file contains the contaminants added to the LC/MS map
## All contaminants will be added!
##
## Valid column entries (separate by comma):
## Name:           compound name, quote commata!
## SumFormula:     sum formula parsable by EmpiricalFormula class (see OpenMS docu - explicit isotopes are supported, e.g. "(2)H" ).
##                 Explicit charges are NOT allowed, e.g. no '+' signs please
## RTStart, RTEnd: RT interval in seconds
## Charge:         any positive integer, usually between 1 and 4
## ProfileShape:   rec, gauss
## IonSource:      valid names: ESI, MALDI, ALL; during simulation contaminant is included depending on ionization type 
##
## COLUMNS:
## Name, SumFormula, RT_start, RT_end, Intensity, Charge, ProfileShape, IonSource
##
##
## Example:
##  something, (12)C5(1)H12(16)O3,    1200,     1300,      10,      1,      gauss,        ESI
##  "something with, comma", C7H12O3,  200,      400,     123,      2,      rec,          ALL
##  compound 3, C17H12O3,             1000,     1100,      75,      1,      gauss,        MALDI

"Methanol", CH3OH, 1622.67007796, 1636.41953782, 9.2213957831, 1, rec, ESI
"ACN", CH3CN, 124.649458627, 214.635926495, 2.16273553493, 1, gauss, ESI
"ACN", CH3CN, 1898.59871684, 1907.43645208, 5.83229369713, 1, gauss, ESI
"PEG", C2H4OH2O, 248.114284788, 408.870937779, 26.5073181419, 1, gauss, ESI
"ACN", CH3CN, 1315.05880119, 1323.44605547, 3.58052185195, 1, gauss, ESI
"Methanol", CH3OH, 335.244027089, 363.211414194, 13.7931809344, 1, gauss, ESI
"Dimethyl formamide", C3H7NO, 529.180727333, 533.870295361, 3.4917408013, 1, gauss, ESI
"Acetonitrile/Methanol", CH3CNCH3OH, 1347.88420447, 1352.38047515, 105.465611305, 1, rec, ESI
"PPG", C3H6OH2O, 1416.76207731, 1424.20882302, 1.75685771789, 1, gauss, ESI
"DMSO", C2H6OS, 1033.09825892, 1047.95569948, 7.10154401272, 1, gauss, ESI
"Acetonitrile", CH3CN, 1427.9342627, 1471.10917918, 3.03404557045, 1, rec, ESI
"PEG", C2H4OH2O, 841.010029756, 844.145059911, 2.08297782253, 1, rec, ESI
"d6-DMSO", C2(2)H6OS, 1040.65301474, 1050.06202825, 9.47611582171, 1, gauss, ESI
"Acetonitrile/Formic Acid", CH3CNHCOOH, 770.827036804, 775.030234948, 9.9990890207, 1, gauss, ESI
"Acetonitrile/Methanol", CH3CNCH3OH, 1806.52299066, 1851.72770934, 2.88978550131, 1, gauss, ESI
"PPG", C3H6OH2O, 665.967651053, 716.902106759, 2.71730184529, 1, gauss, ESI
"NMP", C5H10NO, 526.865823426, 606.139590006, 35.8855990258, 1, gauss, ESI
"PEG", C2H4OH2O, 678.980903555, 681.03340813, 3.54616613215, 1, gauss, ESI
"DMSO", C2H6OS, 206.189067256, 220.120162891, 5.52328036491, 1, gauss, ESI
"Methanol/Water", CH3OHH2O, 1365.40814708, 1379.71324089, 8.58360499471, 1, rec, ESI
"Acetonitrile/Acetic Acid", CH3CNCH3COOH, 1422.67388291, 1443.47980271, 41.029580244, 1, rec, ESI
"TEA", C6H15N, 450.682207684, 487.595112151, 14.9695189973, 1, gauss, ESI
"ACN", C2H3N, 1327.99663248, 1336.26923499, 1.44748075249, 1, gauss, ESI
"Sodium acetate", C2H3O2Na, 367.177857377, 387.527438562, 10.6619393086, 1, gauss, ESI
"ACN", C2H3N, 415.542215244, 418.351484756, 4.26287991941, 1, gauss, ESI
"ACN", C2H3N, 455.382461896, 491.853751524, 73.3836904427, 1, gauss, ESI
"PEG", C2H4OH2O, 173.064520004, 183.522312083, 19.608451269, 1, gauss, ESI
"PPG", C3H6OH2O, 1276.16816556, 1284.28273949, 9.74739289241, 1, rec, ESI
"Acetonitrile/Dimethylformamide", CH3CNC3H7NO, 588.744610703, 601.605412746, 8.43104205833, 1, gauss, ESI
"DMSO", C2H6OS, 1761.47890124, 1765.65890498, 1.92534650655, 1, gauss, ESI
"TRIS", C4H11NO3, 528.791879477, 550.711568452, 5.84571351016, 1, gauss, ESI
"Methanol/Water", CH3OHH2O, 1233.14401679, 1250.84916628, 9.34177404921, 1, gauss, ESI
"DMAP", C7H10N2, 581.381698239, 627.726587378, 6.65674598049, 1, gauss, ESI
"Acetonitrile/Acetic Acid", CH3CNCH3COOH, 861.040929814, 871.245308335, 10.9302612622, 1, gauss, ESI
"PEG", C2H4OH2O, 1844.3227493, 1862.53795986, 4.10316011515, 1, gauss, ESI
"DIPEA", C8H19N, 745.487460211, 760.58559994, 10.7188628219, 1, gauss, ESI
"Methanol/Water", CH3OHH2O, 1183.01421599, 1224.96242543, 9.27177378497, 1, gauss, ESI
"PPG", C3H6OH2O, 363.05919253, 397.047117497, 17.2678434992, 1, gauss, ESI
"DMSO", C2H6OS, 409.537010643, 418.125717183, 116.105708914, 1, rec, ESI
"DMSO", C2H6OS, 1283.77297657, 1291.62393419, 1.43757059227, 1, gauss, ESI
"TPA", C9H21N, 372.090050483, 471.253247255, 2.77634299027, 1, gauss, ESI
"ACN", CH3CN, 541.345601093, 544.089862795, 4.6233878182, 1, gauss, ESI
"PEG", C2H4OH2O, 1379.17206757, 1386.38324755, 11.8424424766, 1, rec, ESI
"ACN", CH3CN, 1499.99816993, 1505.43593682, 4.40884855725, 1, rec, ESI
"ACN", CH3CN, 1086.17697928, 1115.50957969, 17.250545063, 1, gauss, ESI
"Acetonitrile/Methanol", CH3CNCH3OH, 757.926341528, 767.557748671, 24.3487290232, 1, gauss, ESI
"Pthalic Anhydride", C8H4O3, 228.612342329, 232.711357892, 0.803541812397, 1, rec, ESI
"Phenyldiethylamine", C10H15N, 1794.84219276, 1809.02089608, 10.6630158663, 1, gauss, ESI
"PEG", C2H4OH2O, 856.307663917, 866.46448628, 3.74539405409, 1, gauss, ESI
"DBU", C9H16N2, 559.151895401, 566.691861535, 10.3983845666, 1, gauss, ESI
"Methanol/Water", CH3OHH2O, 1099.60647515, 1105.22702356, 11.1116169045, 1, gauss, ESI
"DMSO", C2H6OS, 267.510132504, 269.100296841, 25.7767453924, 1, gauss, ESI
"PPG", C3H6OH2O, 1222.82802668, 1243.69888273, 11.2246510378, 1, gauss, ESI
"NaTFA", C2F3O2Na, 772.615808603, 779.19827039, 0.778388689452, 1, gauss, ESI
"Dimethyl phthalate", C10H10O4, 502.505598325, 526.258583118, 3.56040247294, 1, gauss, ESI
"DGBE", C8H18O3, 89.7176958911, 111.041868971, 10.1772411824, 1, gauss, ESI
"Acetonitrile/Methanol", CH3CNCH3OH, 795.683781358, 800.781956574, 8.69750091895, 1, gauss, ESI
"d6-DMSO", C2(2)H6OS, 1588.73595489, 1590.81352742, 2.12499205402, 1, gauss, ESI
"Phthalic anhydride", C8H4O3, 384.124935141, 396.980429802, 1.48599978271, 1, gauss, ESI
"4-HCCA", C10H7NO3, 839.471249468, 845.162695938, 0.581302511804, 1, gauss, MALDI
"PPG", C3H6OH2O, 743.73129329, 754.754217643, 2.0991286814, 1, gauss, ESI
"PEG", C2H4OH2O, 841.833847748, 891.766451091, 16.8380085529, 1, rec, ESI
"DMSO", C2H6OS, 1896.42359954, 1964.37341813, 5.89146410008, 1, rec, ESI
"BHA", C11H16O2, 565.166963982, 567.09001229, 6.24125903243, 1, gauss, ESI
"DPK", C13H10O, 620.850093459, 628.214177304, 3.40587054949, 1, gauss, ESI
"Methanol/Water", CH3OHH2O, 422.155812979, 427.104782688, 56.2365578563, 1, rec, ESI
"GE", C8H18O3, 1096.48558199, 1102.68073033, 9.82201885631, 1, gauss, ESI
"TBA", C12H27N, 1360.30680965, 1379.05665482, 22.4688468129, 1, gauss, ESI
"PEG", C2H4OH2O, 254.887919649, 274.435854004, 61.3588044026, 1, gauss, ESI
"4-HCCA", C10H7NO3, 1726.47616027, 1733.68014656, 0.964341696667, 1, gauss, MALDI
"PPG", C3H6OH2O, 423.927789733, 450.904025444, 4.66726581282, 1, gauss, ESI
"Dimethyl phthalate", C10H10O4, 481.671832441, 485.125142183, 0.527448215514, 1, rec, ESI
"PEG", C2H4OH2O, 1465.18369423, 1478.32768931, 9.89185334714, 1, gauss, ESI
"BHA", C11H16O2, 1222.27243656, 1233.93061247, 2.32295084742, 1, rec, ESI
"Methanol/Water", CH3OHH2O, 1501.9372944, 1511.31630996, 3.45623368027, 1, gauss, ESI
